name,popularity,track_number,type,duration_ms,artists_list,release_date,artist_name,artist_popularity,artist_followers,artist_genres,artist_main_artist
First Person Shooter (feat. J. Cole),92,6,track,247444,"Drake, J. Cole",2023-10-06,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",True
IDGAF (feat. Yeat),94,7,track,260111,"Drake, Yeat",2023-10-06,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",True
Rich Baby Daddy (feat. Sexyy Red & SZA),88,20,track,319191,"Drake, Sexyy Red, SZA",2023-10-06,SZA,87,15504565,"['pop', 'r&b', 'rap']",True
TELEKINESIS (feat. SZA & Future),89,18,track,353754,"Travis Scott, SZA, Future",2023-07-28,SZA,87,15504565,"['pop', 'r&b', 'rap']",True
Slime You Out (feat. SZA),84,9,track,310490,"Drake, SZA",2023-10-06,SZA,87,15504565,"['pop', 'r&b', 'rap']",True
Snooze,92,8,track,201800,SZA,2022-12-09,SZA,87,15504565,"['pop', 'r&b', 'rap']",True
Kill Bill,92,2,track,153946,SZA,2022-12-08,SZA,87,15504565,"['pop', 'r&b', 'rap']",True
Memories (feat. Kid Cudi),70,3,track,210093,"David Guetta, Kid Cudi",2009-08-21,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",True
One in a Million,84,1,track,160529,"Bebe Rexha, David Guetta",2023-08-04,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",True
Titanium (feat. Sia),72,1,track,245040,"David Guetta, Sia",2011-08-24,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",True
Stay With Me,86,3,track,172723,Sam Smith,2014-05-26,Sam Smith,82,23263331,"['pop', 'uk pop']",True
Desire (with Sam Smith),87,1,track,179161,"Calvin Harris, Sam Smith",2023-07-28,Sam Smith,82,23263331,"['pop', 'uk pop']",True
Unholy (feat. Kim Petras),81,6,track,156943,"Sam Smith, Kim Petras",2023-01-27,Sam Smith,82,23263331,"['pop', 'uk pop']",True
Love On The Brain,87,11,track,224000,Rihanna,2016-01-28,Rihanna,87,58231994,"['barbadian pop', 'pop', 'urban contemporary']",True
Only Girl (In The World),85,5,track,235493,Rihanna,2010-01-01,Rihanna,87,58231994,"['barbadian pop', 'pop', 'urban contemporary']",True
Umbrella,75,1,track,275986,"Rihanna, JAY-Z",2007-01-01,Rihanna,87,58231994,"['barbadian pop', 'pop', 'urban contemporary']",True
Diamonds,78,2,track,225146,Rihanna,2012-01-01,Rihanna,87,58231994,"['barbadian pop', 'pop', 'urban contemporary']",True
We Found Love,85,3,track,215226,"Rihanna, Calvin Harris",2011-11-18,Rihanna,87,58231994,"['barbadian pop', 'pop', 'urban contemporary']",True
Copa Vacía,83,1,track,173547,"Shakira, Manuel Turizo",2023-06-29,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",True
El Jefe,87,1,track,170297,"Shakira, Fuerza Regida",2023-09-20,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",True
TQG,90,6,track,197933,"KAROL G, Shakira",2023-02-24,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",True
Anti-Hero,93,3,track,200690,Taylor Swift,2022-10-21,Taylor Swift,100,91129614,['pop'],True
Style,83,3,track,231000,Taylor Swift,2014-10-27,Taylor Swift,100,91129614,['pop'],True
Blank Space,83,2,track,231826,Taylor Swift,2014-10-27,Taylor Swift,100,91129614,['pop'],True
Cruel Summer,100,2,track,178426,Taylor Swift,2019-08-23,Taylor Swift,100,91129614,['pop'],True
Wrecking Ball,83,6,track,221360,Miley Cyrus,2013-10-04,Miley Cyrus,82,22491587,['pop'],True
Party In The U.S.A.,80,2,track,202066,Miley Cyrus,2009-01-01,Miley Cyrus,82,22491587,['pop'],True
Used To Be Young,84,4,track,191185,Miley Cyrus,2023-08-18,Miley Cyrus,82,22491587,['pop'],True
Angels Like You,89,3,track,196453,Miley Cyrus,2020-11-27,Miley Cyrus,82,22491587,['pop'],True
Flowers,92,1,track,200600,Miley Cyrus,2023-08-18,Miley Cyrus,82,22491587,['pop'],True
Thinking out Loud,67,11,track,281560,Ed Sheeran,2013,Ed Sheeran,86,115073470,"['pop', 'singer-songwriter pop', 'uk pop']",True
Shivers,87,2,track,207853,Ed Sheeran,2021-10-29,Ed Sheeran,86,115073470,"['pop', 'singer-songwriter pop', 'uk pop']",True
Photograph,69,6,track,258986,Ed Sheeran,2013,Ed Sheeran,86,115073470,"['pop', 'singer-songwriter pop', 'uk pop']",True
Shape of You,89,4,track,233712,Ed Sheeran,2017-03-03,Ed Sheeran,86,115073470,"['pop', 'singer-songwriter pop', 'uk pop']",True
Perfect,90,5,track,263400,Ed Sheeran,2017-03-03,Ed Sheeran,86,115073470,"['pop', 'singer-songwriter pop', 'uk pop']",True
Blinding Lights,92,9,track,200040,The Weeknd,2020-03-20,The Weeknd,92,73855176,"['canadian contemporary r&b', 'canadian pop', 'pop']",True
Die For You,91,17,track,260253,The Weeknd,2016-11-24,The Weeknd,92,73855176,"['canadian contemporary r&b', 'canadian pop', 'pop']",True
Starboy,94,1,track,230453,"The Weeknd, Daft Punk",2016-11-25,The Weeknd,92,73855176,"['canadian contemporary r&b', 'canadian pop', 'pop']",True
