name,popularity,track_number,type,duration_ms,artists_list,release_date,artist_name,artist_popularity,artist_followers,artist_genres,artist_main_artist
Lonely Together (feat. Rita Ora),74,2,track,181812,"Avicii,Rita Ora",2017-08-10,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",True
Heaven,68,2,track,277261,Avicii,2019-06-06,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",True
The Days,68,1,track,278480,Avicii,2014-01-01,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",True
You Make Me,68,2,track,233346,Avicii,2013-01-01,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",True
Broken Arrows,63,6,track,232760,Avicii,2015-10-02,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",True
Be More,71,1,track,231684,Stephen Sanchez,2023-08-03,Stephen Sanchez,73,948319,['gen z singer-songwriter'],True
See The Light,65,2,track,180146,Stephen Sanchez,2022-08-19,Stephen Sanchez,73,948319,['gen z singer-songwriter'],True
Lady by the Sea,63,1,track,182983,Stephen Sanchez,2020-12-18,Stephen Sanchez,73,948319,['gen z singer-songwriter'],True
Hey Girl,65,1,track,185906,Stephen Sanchez,2022-08-19,Stephen Sanchez,73,948319,['gen z singer-songwriter'],True
Missing You (with Ashe),59,1,track,235810,"Stephen Sanchez,Ashe",2022-11-04,Stephen Sanchez,73,948319,['gen z singer-songwriter'],True
Mountain Peaks,56,3,track,208400,Stephen Sanchez,2022-08-19,Stephen Sanchez,73,948319,['gen z singer-songwriter'],True
A Year Ago,79,1,track,170830,James Arthur,2023-05-12,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",True
Naked,73,16,track,233400,James Arthur,2019-10-18,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",True
Heartbeat,65,1,track,231723,James Arthur,2022-12-02,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",True
September,63,1,track,220891,James Arthur,2021-06-11,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",True
Always,57,5,track,167783,James Arthur,2021-11-05,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",True
Sky Walker (feat. Travis Scott),75,3,track,259333,"Miguel,Travis Scott",2017-12-01,Miguel,76,4834768,"['r&b', 'urban contemporary']",True
Come Through and Chill (feat. J. Cole & Salaam Remi),70,10,track,322000,"Miguel,J. Cole,Salaam Remi",2017-12-01,Miguel,76,4834768,"['r&b', 'urban contemporary']",True
Vixen,64,11,track,181533,Miguel,2010-11-26,Miguel,76,4834768,"['r&b', 'urban contemporary']",True
Remember Me (Dúo),63,11,track,164453,"Miguel,Natalia Lafourcade",2017-11-10,Miguel,76,4834768,"['r&b', 'urban contemporary']",True
Love Me Like You Do,76,17,track,253520,Ellie Goulding,2018-02-09,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",True
Vincent,59,1,track,223560,Ellie Goulding,2018-02-14,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",True
Stargazing,75,1,track,217026,The Neighbourhood,2020-12-11,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",True
Flawless,74,8,track,246493,The Neighbourhood,2013-04-19,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",True
Nervous,78,19,track,245000,The Neighbourhood,2018-11-02,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",True
A Little Death,71,2,track,209706,The Neighbourhood,2012-12-18,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",True
Cherry Flavoured,68,6,track,208453,The Neighbourhood,2020-09-25,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",True
R.I.P. 2 My Youth,69,11,track,205280,The Neighbourhood,2015-10-30,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",True
Teenage Mind,74,1,track,155205,Tate McRae,2018-08-17,Tate McRae,81,3932373,"['alt z', 'pop']",True
uh oh,72,1,track,169721,Tate McRae,2022-09-30,Tate McRae,81,3932373,"['alt z', 'pop']",True
rubberband,69,1,track,147713,Tate McRae,2021-01-20,Tate McRae,81,3932373,"['alt z', 'pop']",True
lie to me,65,1,track,177440,"Tate McRae,Ali Gatie",2020-10-14,Tate McRae,81,3932373,"['alt z', 'pop']",True
Take You Dancing,77,1,track,190306,Jason Derulo,2020-07-22,Jason Derulo,76,11927147,"['dance pop', 'pop']",True
When Love Sucks (feat. Dido),74,1,track,169645,"Jason Derulo,Dido",2023-05-18,Jason Derulo,76,11927147,"['dance pop', 'pop']",True
Swalla (feat. Nicki Minaj & Ty Dolla $ign),76,1,track,216408,"Jason Derulo,Nicki Minaj,Ty Dolla $ign",2017-02-23,Jason Derulo,76,11927147,"['dance pop', 'pop']",True
Love Not War (The Tampa Beat),69,1,track,192921,"Jason Derulo,Nuka",2020-11-20,Jason Derulo,76,11927147,"['dance pop', 'pop']",True
Slow Low,66,1,track,184364,Jason Derulo,2023-06-08,Jason Derulo,76,11927147,"['dance pop', 'pop']",True
It Girl,71,2,track,192200,Jason Derulo,2011-09-16,Jason Derulo,76,11927147,"['dance pop', 'pop']",True
Fireball (feat. John Ryan),77,3,track,236200,"Pitbull,John Ryan",2014-11-21,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",True
Hey Baby (Drop It to the Floor) (feat. T-Pain),78,4,track,234453,"Pitbull,T-Pain",2011-06-17,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",True
Hotel Room Service,75,8,track,237640,Pitbull,2009-08-31,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",True
Rabiosa (feat. Pitbull),71,14,track,170600,"Shakira,Pitbull",2010-10-19,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",True
I Know You Want Me (Calle Ocho),73,3,track,237120,Pitbull,2009-08-27,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",True
Circus,80,2,track,192360,Britney Spears,2008-12-02,Britney Spears,78,13099866,"['dance pop', 'pop']",True
Sometimes,73,3,track,245066,Britney Spears,1999-01-12,Britney Spears,78,13099866,"['dance pop', 'pop']",True
Womanizer,80,1,track,224400,Britney Spears,2008-12-02,Britney Spears,78,13099866,"['dance pop', 'pop']",True
Criminal,74,12,track,225080,Britney Spears,2011-03-28,Britney Spears,78,13099866,"['dance pop', 'pop']",True
If U Seek Amy,74,6,track,216520,Britney Spears,2008-12-02,Britney Spears,78,13099866,"['dance pop', 'pop']",True
Million Dollar Baby,67,1,track,184294,Ava Max,2022-09-01,Ava Max,76,6150536,['pop'],True
Not Your Barbie Girl,72,1,track,186520,Ava Max,2018-08-13,Ava Max,76,6150536,['pop'],True
Weapons,65,6,track,151592,Ava Max,2023-01-27,Ava Max,76,6150536,['pop'],True
Let It Be Me (feat. Ava Max),62,14,track,172933,"David Guetta,Ava Max",2018-09-14,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",True
One Of Us,65,10,track,178010,Ava Max,2023-01-27,Ava Max,76,6150536,['pop'],True
Morrow,55,3,track,246626,070 Shake,2020-01-17,070 Shake,69,494115,['new jersey rap'],True
Skin and Bones,53,5,track,214157,070 Shake,2022-06-03,070 Shake,69,494115,['new jersey rap'],True
Glitter,55,6,track,256480,070 Shake,2018-03-23,070 Shake,69,494115,['new jersey rap'],True
Under The Moon,53,11,track,207213,070 Shake,2020-01-17,070 Shake,69,494115,['new jersey rap'],True
Web,45,1,track,126151,070 Shake,2022-06-03,070 Shake,69,494115,['new jersey rap'],True
Piensan,79,14,track,173451,Myke Towers,2020-01-24,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",True
Girl,77,10,track,186426,Myke Towers,2020-01-24,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",True
Bandido,76,1,track,232853,"Myke Towers,Juhn",2020-12-10,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",True
Diosa,75,12,track,214013,Myke Towers,2020-01-24,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",True
Bajo El Sol,72,1,track,185312,Myke Towers,2023-08-25,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",True
Heavenly Kind Of State Of Mind,65,4,track,201880,Lewis Capaldi,2023-05-19,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",True
One,68,7,track,179907,Lewis Capaldi,2019-05-17,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",True
Notes From A Wrist,69,1,track,189880,d4vd,2023-08-18,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",True
Poetic Vulgarity,61,4,track,240841,d4vd,2023-09-08,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",True
Bleed Out,59,1,track,168946,d4vd,2022-02-22,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",True
NEVER AGAIN,57,1,track,101632,d4vd,2022-06-06,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",True
Godzilla (feat. Juice WRLD),84,7,track,210800,"Eminem,Juice WRLD",2020-01-17,Eminem,87,77926307,"['detroit hip hop', 'hip hop', 'rap']",True
Hide (feat. Seezyn),78,7,track,205800,"Juice WRLD,Seezyn",2018-12-14,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",True
In My Head,74,1,track,192000,Juice WRLD,2022-10-28,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",True
Stay High,75,19,track,168684,Juice WRLD,2020-07-10,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",True
Flaws And Sins,74,9,track,218348,Juice WRLD,2019-03-08,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",True
Please Me,78,1,track,200889,"Cardi B,Bruno Mars",2019-02-15,Cardi B,77,22479448,"['pop', 'rap']",True
Thru Your Phone,72,12,track,188523,Cardi B,2018-04-06,Cardi B,77,22479448,"['pop', 'rap']",True
Money,73,1,track,183527,Cardi B,2018-10-23,Cardi B,77,22479448,"['pop', 'rap']",True
Bodak Yellow,74,4,track,223712,Cardi B,2018-04-06,Cardi B,77,22479448,"['pop', 'rap']",True
Power Trip (feat. Miguel),81,4,track,241160,"J. Cole,Miguel",2013-06-18,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",True
a m a r i,76,2,track,148421,J. Cole,2021-05-14,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",True
Neighbors,75,7,track,216520,J. Cole,2016-12-09,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",True
G.O.M.D,75,8,track,301064,J. Cole,2014-12-09,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",True
Deja Vu,73,3,track,264746,J. Cole,2016-12-09,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",True
Apparently,72,11,track,292865,J. Cole,2014-12-09,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",True
i n t e r l u d e,69,9,track,133021,J. Cole,2021-05-14,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",True
Work Out,85,16,track,235320,J. Cole,2011-09-27,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",True
All My Life (feat. J. Cole),78,3,track,223878,"Lil Durk, J. Cole",2023-05-26,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",True
Wet Dreamz,86,3,track,239266,J. Cole,2014-12-09,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",True
No Role Modelz,91,9,track,292799,J. Cole,2014-12-09,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",True
JEALOUSY (feat. Cardi B),68,18,track,174333,"Offset, Cardi B",2023-10-13,Cardi B,77,22479448,"['pop', 'rap']",True
I Like It,80,7,track,253390,"Cardi B, Bad Bunny, J Balvin",2018-04-06,Cardi B,77,22479448,"['pop', 'rap']",True
WAP (feat. Megan Thee Stallion),80,1,track,187541,"Cardi B, Megan Thee Stallion",2020-08-07,Cardi B,77,22479448,"['pop', 'rap']",True
Bongos (feat. Megan Thee Stallion),83,1,track,175099,"Cardi B, Megan Thee Stallion",2023-09-08,Cardi B,77,22479448,"['pop', 'rap']",True
Let Me Know (I Wonder Why Freestyle),81,1,track,215380,Juice WRLD,2019-12-07,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",True
Lean Wit Me,81,7,track,175755,Juice WRLD,2018-12-10,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",True
Robbery,82,8,track,240050,Juice WRLD,2019-03-08,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",True
All Girls Are The Same,86,2,track,165819,Juice WRLD,2018-12-10,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",True
Lucid Dreams,86,3,track,239835,Juice WRLD,2018-12-10,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",True
You and I,74,7,track,152551,d4vd,2023-05-26,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",True
This Is How It Feels (with Laufey),75,3,track,284305,"d4vd, Laufey",2023-05-26,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",True
Sleep Well,80,1,track,175875,d4vd,2023-05-26,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",True
Here With Me,90,2,track,242484,d4vd,2023-05-26,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",True
Romantic Homicide,91,1,track,132630,d4vd,2022-07-20,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",True
Hold Me While You Wait,80,3,track,205686,Lewis Capaldi,2019-05-17,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",True
Wish You The Best,83,2,track,210880,Lewis Capaldi,2023-05-19,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",True
Bruises,83,2,track,220492,Lewis Capaldi,2019-05-17,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",True
Before You Go,86,13,track,215106,Lewis Capaldi,2019-11-22,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",True
Someone You Loved,91,4,track,182160,Lewis Capaldi,2019-05-17,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",True
Pareja Del Año,78,17,track,195333,"Sebastian Yatra, Myke Towers",2022-01-28,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",True
PLAYA DEL INGLÉS,80,5,track,237525,"Quevedo, Myke Towers",2023-01-20,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",True
La Curiosidad,85,4,track,219048,"Jay Wheeler, DJ Nelson, Myke Towers",2020-06-12,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",True
LALA,97,22,track,197920,Myke Towers,2023-03-23,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",True
Black Dress,63,1,track,237361,070 Shake,2023-09-22,070 Shake,69,494115,['new jersey rap'],True
Guilty Conscience,63,5,track,213333,070 Shake,2020-01-17,070 Shake,69,494115,['new jersey rap'],True
"Alone, Pt. II",75,3,track,179052,"Alan Walker, Ava Max",2021-11-26,Ava Max,76,6150536,['pop'],True
Car Keys (Ayla),81,1,track,147211,"Alok, Ava Max",2023-06-30,Ava Max,76,6150536,['pop'],True
Sweet but Psycho,87,16,track,187436,Ava Max,2020-09-18,Ava Max,76,6150536,['pop'],True
Oops!...I Did It Again,82,1,track,211160,Britney Spears,2000-05-16,Britney Spears,78,13099866,"['dance pop', 'pop']",True
Gimme More,83,1,track,251240,Britney Spears,2007-10-25,Britney Spears,78,13099866,"['dance pop', 'pop']",True
Toxic,85,6,track,198800,Britney Spears,2003-11-13,Britney Spears,78,13099866,"['dance pop', 'pop']",True
International Love (feat. Chris Brown),81,8,track,227280,"Pitbull, Chris Brown",2011-06-17,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",True
Time of Our Lives,83,4,track,229360,"Pitbull, Ne-Yo",2014-11-21,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",True
Timber (feat. Ke$ha),84,13,track,204160,"Pitbull, Kesha",2012,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",True
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",85,2,track,252306,"Pitbull, Ne-Yo, AFROJACK, Nayer",2011-06-17,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",True
Want to Want Me,78,1,track,207719,Jason Derulo,2015-05-29,Jason Derulo,76,11927147,"['dance pop', 'pop']",True
Acapulco,79,1,track,139672,Jason Derulo,2021-09-03,Jason Derulo,76,11927147,"['dance pop', 'pop']",True
Whatcha Say,69,1,track,221253,Jason Derulo,2010-02-24,Jason Derulo,76,11927147,"['dance pop', 'pop']",True
Talk Dirty (feat. 2 Chainz),69,1,track,177685,"Jason Derulo, 2 Chainz",2013-09-10,Jason Derulo,76,11927147,"['dance pop', 'pop']",True
that way,80,3,track,175026,Tate McRae,2020-01-24,Tate McRae,81,3932373,"['alt z', 'pop']",True
you broke me first,86,1,track,169265,Tate McRae,2020-04-17,Tate McRae,81,3932373,"['alt z', 'pop']",True
greedy,99,1,track,131872,Tate McRae,2023-09-15,Tate McRae,81,3932373,"['alt z', 'pop']",True
You Get Me So High,85,9,track,153000,The Neighbourhood,2018-11-02,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",True
Reflections,86,10,track,244013,The Neighbourhood,2018-11-02,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",True
Softcore,87,5,track,206280,The Neighbourhood,2018-11-02,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",True
Daddy Issues,87,6,track,260173,The Neighbourhood,2015-10-30,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",True
Sweater Weather,93,4,track,240400,The Neighbourhood,2013-04-19,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",True
Hate Me,73,5,track,188066,"Ellie Goulding, Juice WRLD",2020-07-16,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",True
Burn,77,1,track,231213,Ellie Goulding,2012-10-12,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",True
Outside (feat. Ellie Goulding),84,6,track,227266,"Calvin Harris, Ellie Goulding",2014-10-31,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",True
All I Want Is You (feat. J. Cole),76,2,track,295920,"Miguel, J. Cole",2010-11-26,Miguel,76,4834768,"['r&b', 'urban contemporary']",True
Girl With The Tattoo Enter.lewd,83,3,track,102813,Miguel,2010-11-26,Miguel,76,4834768,"['r&b', 'urban contemporary']",True
Sure Thing,90,1,track,195373,Miguel,2010-11-26,Miguel,76,4834768,"['r&b', 'urban contemporary']",True
Can I Be Him,81,4,track,246880,James Arthur,2016-10-28,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",True
Train Wreck,83,6,track,208826,James Arthur,2016-10-28,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",True
Evangeline,67,2,track,177677,Stephen Sanchez,2023-09-22,Stephen Sanchez,73,948319,['gen z singer-songwriter'],True
Be More,66,5,track,231684,Stephen Sanchez,2023-09-22,Stephen Sanchez,73,948319,['gen z singer-songwriter'],True
Until I Found You,80,7,track,176666,Stephen Sanchez,2022-08-19,Stephen Sanchez,73,948319,['gen z singer-songwriter'],True
Hey Brother,81,3,track,255093,Avicii,2013-01-01,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",True
Waiting For Love,84,1,track,230613,Avicii,2015-10-02,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",True
The Nights,88,2,track,176658,Avicii,2014-01-01,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",True
Wake Me Up,88,1,track,247426,Avicii,2013-01-01,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",True
Paris,77,8,track,221506,The Chainsmokers,2017-04-07,The Chainsmokers,77,20390037,['pop'],True
Jungle,81,1,track,175500,"Alok, The Chainsmokers, Mae Stephens",2023-09-22,The Chainsmokers,77,20390037,['pop'],True
Hawái,80,3,track,199112,Maluma,2020-08-21,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
COCO LOCO,75,2,track,166734,Maluma,2023-08-25,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Según Quién,89,7,track,142334,"Maluma, Carin Leon",2023-08-25,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
XO Tour Llif3,84,16,track,182706,Lil Uzi Vert,2017-08-25,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",True
20 Min,85,20,track,220586,Lil Uzi Vert,2017-11-17,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",True
Just Wanna Rock,77,15,track,123890,Lil Uzi Vert,2023-06-30,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",True
OA,86,1,track,235200,"Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian",2023-10-13,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",True
PUNTO G,85,10,track,151324,Quevedo,2023-01-20,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",True
Buenas,87,1,track,192954,"Quevedo, Saiko",2023-09-22,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",True
Columbia,95,1,track,186000,Quevedo,2023-07-07,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",True
Faint,82,7,track,162600,Linkin Park,2003-03-24,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",True
Numb,88,13,track,185586,Linkin Park,2003-03-24,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",True
In the End,88,8,track,216880,Linkin Park,2000-10-24,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",True
Chicago,80,2,track,245506,Michael Jackson,2014-05-09,Michael Jackson,80,29172879,"['r&b', 'soul']",True
Beat It,79,5,track,258399,Michael Jackson,1982-11-30,Michael Jackson,80,29172879,"['r&b', 'soul']",True
Thriller,75,4,track,357800,Michael Jackson,1982-11-30,Michael Jackson,80,29172879,"['r&b', 'soul']",True
Billie Jean,81,6,track,294226,Michael Jackson,1982-11-30,Michael Jackson,80,29172879,"['r&b', 'soul']",True
No Church In The Wild,76,1,track,272506,"JAY-Z, Kanye West, Frank Ocean, The-Dream",2011-08-08,JAY-Z,81,8684627,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",True
Run This Town,82,4,track,267520,"JAY-Z, Rihanna, Kanye West",2009-09-08,JAY-Z,81,8684627,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",True
Empire State Of Mind,85,5,track,276920,"JAY-Z, Alicia Keys",2009-09-08,JAY-Z,81,8684627,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",True
DE LUNES A LUNES,76,6,track,188411,"Grupo Frontera, Manuel Turizo",2023-08-25,Manuel Turizo,80,13160734,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
VAGABUNDO,87,1,track,215600,"Sebastian Yatra, Manuel Turizo, Beéle",2023-05-12,Manuel Turizo,80,13160734,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
La Bachata,85,9,track,162637,Manuel Turizo,2023-03-17,Manuel Turizo,80,13160734,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Sick of U (with Oliver Tree),74,1,track,168676,"BoyWithUke, Oliver Tree",2022-09-30,Oliver Tree,71,2361006,['alternative hip hop'],True
Life Goes On,78,1,track,161803,Oliver Tree,2021-05-28,Oliver Tree,71,2361006,['alternative hip hop'],True
deja vu,89,5,track,215506,Olivia Rodrigo,2021-05-21,Olivia Rodrigo,87,29516782,['pop'],True
all-american bitch,89,1,track,165833,Olivia Rodrigo,2023-09-08,Olivia Rodrigo,87,29516782,['pop'],True
get him back!,91,8,track,211141,Olivia Rodrigo,2023-09-08,Olivia Rodrigo,87,29516782,['pop'],True
vampire,95,3,track,219724,Olivia Rodrigo,2023-09-08,Olivia Rodrigo,87,29516782,['pop'],True
So What,80,1,track,215160,P!nk,2008-10-24,P!nk,78,16006100,"['dance pop', 'pop']",True
Raise Your Glass,81,1,track,202960,P!nk,2010-10-05,P!nk,78,16006100,"['dance pop', 'pop']",True
Try,81,3,track,247906,P!nk,2012-09-18,P!nk,78,16006100,"['dance pop', 'pop']",True
TRUSTFALL,76,2,track,237200,P!nk,2023-02-17,P!nk,78,16006100,"['dance pop', 'pop']",True
El Cielo,88,1,track,191320,"Sky Rompiendo, Feid, Myke Towers",2023-06-02,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Feliz Cumpleaños Ferxxo,87,3,track,155960,Feid,2022-09-14,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Classy 101,93,1,track,195986,"Feid, Young Miko",2023-03-31,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Sugar (feat. Francesco Yates),82,2,track,219043,"Robin Schulz, Francesco Yates",2015-09-25,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",True
Fuck Love,84,8,track,146520,"XXXTENTACION, Trippie Redd",2017-08-25,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",True
Jocelyn Flores,85,2,track,119133,XXXTENTACION,2017-08-25,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",True
Everybody Dies In Their Nightmares,85,4,track,95466,XXXTENTACION,2017-08-25,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",True
Hope,85,16,track,110886,XXXTENTACION,2018-03-16,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",True
Revenge,88,5,track,120026,XXXTENTACION,2017-08-25,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",True
Right Now,82,9,track,200400,One Direction,2013-11-25,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",True
Story of My Life,85,2,track,245493,One Direction,2013-11-25,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",True
What Makes You Beautiful,86,1,track,199986,One Direction,2012-05-25,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",True
Night Changes,89,7,track,226600,One Direction,2014-11-17,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",True
